Ranking;Title;Director;genre_action;genre_adventure;genre_comedy;genre_crime;genre_drama;genre_fantasy;genre_horror;genre_mystery;genre_romance;genre_sci-fi;genre_thriller;Actor 1;Actor 2;Actor 3;Actor 4;Year;Runtime (Minutes);Rating;Votes;Revenue (Millions);Metascore
287;Keeping Up with the Joneses;Greg Mottola;yes;no;yes;no;no;no;no;no;no;no;no;Zach Galifianakis;Isla Fisher;Jon Hamm;Gal Gadot;2016;105;5.8;30405;14.9;34
288;Jupiter Ascending;Lana Wachowski;yes;yes;no;no;no;no;no;no;no;yes;no;Channing Tatum;Mila Kunis;Eddie Redmayne;Sean Bean;2015;127;5.3;150121;47.38;40
289;Masterminds;Jared Hess;yes;no;yes;yes;no;no;no;no;no;no;no;Zach Galifianakis;Kristen Wiig;Owen Wilson;Ross Kimball;2016;95;5.8;26508;17.36;47
290;Iris;Jalil Lespert;no;no;no;no;no;no;no;no;no;no;yes;Romain Duris;Charlotte Le Bon;Jalil Lespert;Camille Cottin;2016;99;6.1;726;;
291;Busanhaeng;Sang-ho Yeon;yes;no;no;no;yes;no;yes;no;no;no;no;Yoo Gong;Soo-an Kim;Yu-mi Jung;Dong-seok Ma;2016;118;7.5;58782;2.13;72
292;Pitch Perfect;Jason Moore;no;no;yes;no;no;no;no;no;yes;no;no;Anna Kendrick;Brittany Snow;Rebel Wilson;Anna Camp;2012;112;7.2;226631;65;66
293;Neighbors 2: Sorority Rising;Nicholas Stoller;no;no;yes;no;no;no;no;no;no;no;no;Seth Rogen;Rose Byrne;Zac Efron;Chloë Grace Moretz;2016;92;5.7;76327;55.29;58
294;The Exception;David Leveaux;no;no;no;no;yes;no;no;no;no;no;no;Lily James;Jai Courtney;Christopher Plummer;Loïs van Wijk;2016;107;7.7;96;;
295;Man of Steel;Zack Snyder;yes;yes;no;no;no;yes;no;no;no;no;no;Henry Cavill;Amy Adams;Michael Shannon;Diane Lane;2013;143;7.1;577010;291.02;55
296;The Choice;Ross Katz;no;no;no;no;yes;no;no;no;yes;no;no;Benjamin Walker;Teresa Palmer;Alexandra Daddario;Maggie Grace;2016;111;6.6;20514;18.71;26
297;Ice Age: Collision Course;Mike Thurmeier;no;yes;yes;no;no;no;no;no;no;no;no;Ray Romano;Denis Leary;John Leguizamo;Chris Wedge;2016;94;5.7;34523;64.06;34
298;The Devil Wears Prada;David Frankel;no;no;yes;no;yes;no;no;no;no;no;no;Anne Hathaway;Meryl Streep;Adrian Grenier;Emily Blunt;2006;109;6.8;302268;124.73;62
299;The Infiltrator;Brad Furman;no;no;no;yes;yes;no;no;no;no;no;no;Bryan Cranston;John Leguizamo;Diane Kruger;Amy Ryan;2016;127;7.1;43929;15.43;66
300;There Will Be Blood;Paul Thomas Anderson;no;no;no;no;yes;no;no;no;no;no;no;Daniel Day-Lewis;Paul Dano;Ciarán Hinds;Martin Stringer;2007;158;8.1;400682;40.22;92
301;The Equalizer;Antoine Fuqua;yes;no;no;yes;no;no;no;no;no;no;yes;Denzel Washington;Marton Csokas;Chloë Grace Moretz;David Harbour;2014;132;7.2;249425;101.53;57
302;Lone Survivor;Peter Berg;yes;no;no;no;yes;no;no;no;no;no;no;Mark Wahlberg;Taylor Kitsch;Emile Hirsch;Ben Foster;2013;121;7.5;218996;125.07;60
303;The Cabin in the Woods;Drew Goddard;no;no;no;no;no;no;yes;no;no;no;no;Kristen Connolly;Chris Hemsworth;Anna Hutchison;Fran Kranz;2012;95;7;295554;42.04;72
304;The House Bunny;Fred Wolf;no;no;yes;no;no;no;no;no;yes;no;no;Anna Faris;Colin Hanks;Emma Stone;Kat Dennings;2008;97;5.5;67033;48.24;55
305;She's Out of My League;Jim Field Smith;no;no;yes;no;no;no;no;no;yes;no;no;Jay Baruchel;Alice Eve;T.J. Miller;Mike Vogel;2010;104;6.4;105619;31.58;46
306;Inherent Vice;Paul Thomas Anderson;no;no;yes;yes;yes;no;no;no;no;no;no;Joaquin Phoenix;Josh Brolin;Owen Wilson;Katherine Waterston;2014;148;6.7;69509;8.09;81
307;Alice Through the Looking Glass;James Bobin;no;yes;no;no;no;yes;no;no;no;no;no;Mia Wasikowska;Johnny Depp;Helena Bonham Carter;Anne Hathaway;2016;113;6.2;57207;77.04;34
308;Vincent N Roxxy;Gary Michael Schultz;no;no;no;yes;yes;no;no;no;no;no;yes;Emile Hirsch;Zoë Kravitz;Zoey Deutch;Emory Cohen;2016;110;5.5;403;;
309;The Fast and the Furious: Tokyo Drift;Justin Lin;yes;no;no;yes;no;no;no;no;no;no;yes;Lucas Black;Zachery Ty Bryan;Shad Moss;Damien Marzette;2006;104;6;193479;62.49;45
310;How to Be Single;Christian Ditter;no;no;yes;no;no;no;no;no;yes;no;no;Dakota Johnson;Rebel Wilson;Leslie Mann;Alison Brie;2016;110;6.1;59886;46.81;51
311;The Blind Side;John Lee Hancock;no;no;no;no;yes;no;no;no;no;no;no;Quinton Aaron;Sandra Bullock;Tim McGraw;Jae Head;2009;129;7.7;237221;255.95;53
312;La vie d'AdÃ¨le;Abdellatif Kechiche;no;no;no;no;yes;no;no;no;yes;no;no;Léa Seydoux;Adèle Exarchopoulos;Salim Kechiouche;Aurélien Recoing;2013;180;7.8;103150;2.2;88
313;The Babadook;Jennifer Kent;no;no;no;no;yes;no;yes;no;no;no;no;Essie Davis;Noah Wiseman;Daniel Henshall;Hayley McElhinney;2014;93;6.8;132580;0.92;86
314;The Hobbit: The Battle of the Five Armies;Peter Jackson;no;yes;no;no;no;yes;no;no;no;no;no;Ian McKellen;Martin Freeman;Richard Armitage;Cate Blanchett;2014;144;7.4;385598;255.11;59
315;Harry Potter and the Order of the Phoenix;David Yates;no;yes;no;no;no;yes;no;no;no;no;no;Daniel Radcliffe;Emma Watson;Rupert Grint;Brendan Gleeson;2007;138;7.5;385325;292;71
316;Snowpiercer;Bong Joon Ho;yes;no;no;no;yes;no;no;no;no;yes;no;Chris Evans;Jamie Bell;Tilda Swinton;Ed Harris;2013;126;7;199048;4.56;84
317;The 5th Wave;J Blakeson;yes;yes;no;no;no;no;no;no;no;yes;no;Chloë Grace Moretz;Matthew Zuk;Gabriela Lopez;Bailey Anne Borders;2016;112;5.2;73093;34.91;33
318;The Stakelander;Dan Berk;yes;no;no;no;no;no;yes;no;no;no;no;Connor Paolo;Nick Damici;Laura Abramsen;A.C. Peterson;2016;81;5.3;1263;;
319;The Visit;M. Night Shyamalan;no;no;yes;no;no;no;yes;no;no;no;yes;Olivia DeJonge;Ed Oxenbould;Deanna Dunagan;Peter McRobbie;2015;94;6.2;81429;65.07;55
320;Fast Five;Justin Lin;yes;no;no;yes;no;no;no;no;no;no;yes;Vin Diesel;Paul Walker;Dwayne Johnson;Jordana Brewster;2011;131;7.3;300803;209.81;66
321;Step Up;Anne Fletcher;no;no;no;yes;yes;no;no;no;no;no;no;Channing Tatum;Jenna Dewan Tatum;Damaine Radcliff;De'Shawn Washington;2006;104;6.5;95960;65.27;48
322;Lovesong;So Yong Kim;no;no;no;no;yes;no;no;no;no;no;no;Riley Keough;Jena Malone;Jessie Ok Gray;Cary Joji Fukunaga;2016;84;6.4;616;0.01;74
323;RocknRolla;Guy Ritchie;yes;no;no;yes;no;no;no;no;no;no;yes;Gerard Butler;Tom Wilkinson;Idris Elba;Thandie Newton;2008;114;7.3;203096;5.69;53
324;In Time;Andrew Niccol;yes;no;no;no;no;no;no;no;no;yes;yes;Justin Timberlake;Amanda Seyfried;Cillian Murphy;Olivia Wilde;2011;109;6.7;319025;37.55;53
325;The Social Network;David Fincher;no;no;no;no;yes;no;no;no;no;no;no;Jesse Eisenberg;Andrew Garfield;Justin Timberlake;Rooney Mara;2010;120;7.7;510100;96.92;95
326;The Last Witch Hunter;Breck Eisner;yes;yes;no;no;no;yes;no;no;no;no;no;Vin Diesel;Rose Leslie;Elijah Wood;Ólafur Darri Ólafsson;2015;106;6;71149;27.36;34
327;Victor Frankenstein;Paul McGuigan;no;no;no;no;yes;no;yes;no;no;yes;no;Daniel Radcliffe;James McAvoy;Jessica Brown Findlay;Andrew Scott;2015;110;6;37975;5.77;36
328;A Street Cat Named Bob;Roger Spottiswoode;no;no;yes;no;yes;no;no;no;no;no;no;Luke Treadaway;Bob the Cat;Ruta Gedmintas;Joanne Froggatt;2016;103;7.4;12643;0.04;54
329;Green Room;Jeremy Saulnier;no;no;no;yes;no;no;yes;no;no;no;yes;Anton Yelchin;Imogen Poots;Alia Shawkat;Patrick Stewart;2015;95;7;62885;3.22;79
330;Blackhat;Michael Mann;no;no;no;yes;yes;no;no;yes;no;no;no;Chris Hemsworth;Viola Davis;Wei Tang;Leehom Wang;2015;133;5.4;43085;7.1;51
331;Storks;Nicholas Stoller;no;yes;yes;no;no;no;no;no;no;no;no;Andy Samberg;Katie Crown;Kelsey Grammer;Jennifer Aniston;2016;87;6.9;34248;72.66;56
332;American Sniper;Clint Eastwood;yes;no;no;no;yes;no;no;no;no;no;no;Bradley Cooper;Sienna Miller;Kyle Gallner;Cole Konis;2014;133;7.3;353305;350.12;72
333;Dallas Buyers Club;Jean-Marc VallÃ©e;no;no;no;no;yes;no;no;no;no;no;no;Matthew McConaughey;Jennifer Garner;Jared Leto;Steve Zahn;2013;117;8;352801;27.3;84
334;Lincoln;Steven Spielberg;no;no;no;no;yes;no;no;no;no;no;no;Daniel Day-Lewis;Sally Field;David Strathairn;Joseph Gordon-Levitt;2012;150;7.4;207497;182.2;86
335;Rush;Ron Howard;yes;no;no;no;yes;no;no;no;no;no;no;Daniel Brühl;Chris Hemsworth;Olivia Wilde;Alexandra Maria Lara;2013;123;8.1;339722;26.9;75
336;Before I Wake;Mike Flanagan;no;no;no;no;yes;yes;yes;no;no;no;no;Kate Bosworth;Thomas Jane;Jacob Tremblay;Annabeth Gish;2016;97;6.1;18201;;
337;Silver Linings Playbook;David O. Russell;no;no;yes;no;yes;no;no;no;yes;no;no;Bradley Cooper;Jennifer Lawrence;Robert De Niro;Jacki Weaver;2012;122;7.8;564364;132.09;81
338;Tracktown;Alexi Pappas;no;no;no;no;yes;no;no;no;no;no;no;Alexi Pappas;Chase Offerle;Rachel Dratch;Andy Buckley;2016;88;5.9;115;;64
339;The Fault in Our Stars;Josh Boone;no;no;no;no;yes;no;no;no;yes;no;no;Shailene Woodley;Ansel Elgort;Nat Wolff;Laura Dern;2014;126;7.8;271301;124.87;69
340;Blended;Frank Coraci;no;no;yes;no;no;no;no;no;yes;no;no;Adam Sandler;Drew Barrymore;Wendi McLendon-Covey;Kevin Nealon;2014;117;6.5;93764;46.28;31
341;Fast & Furious;Justin Lin;yes;no;no;yes;no;no;no;no;no;no;yes;Vin Diesel;Paul Walker;Michelle Rodriguez;Jordana Brewster;2009;107;6.6;217464;155.02;46
342;Looper;Rian Johnson;yes;no;no;yes;yes;no;no;no;no;no;no;Joseph Gordon-Levitt;Bruce Willis;Emily Blunt;Paul Dano;2012;119;7.4;452369;66.47;84
343;White House Down;Roland Emmerich;yes;no;no;no;yes;no;no;no;no;no;yes;Channing Tatum;Jamie Foxx;Maggie Gyllenhaal;Jason Clarke;2013;131;6.4;173320;73.1;52
344;Pete's Dragon;David Lowery;no;yes;no;no;no;yes;no;no;no;no;no;Bryce Dallas Howard;Robert Redford;Oakes Fegley;Oona Laurence;2016;102;6.8;36322;76.2;71
345;Spider-Man 3;Sam Raimi;yes;yes;no;no;no;no;no;no;no;no;no;Tobey Maguire;Kirsten Dunst;Topher Grace;Thomas Haden Church;2007;139;6.2;406219;336.53;59
346;The Three Musketeers;Paul W.S. Anderson;yes;yes;no;no;no;no;no;no;yes;no;no;Logan Lerman;Matthew Macfadyen;Ray Stevenson;Milla Jovovich;2011;110;5.8;92329;20.32;35
347;Stardust;Matthew Vaughn;no;yes;no;no;no;yes;no;no;no;no;no;Charlie Cox;Claire Danes;Sienna Miller;Ian McKellen;2007;127;7.7;220664;38.35;66
348;American Hustle;David O. Russell;no;no;no;yes;yes;no;no;no;no;no;no;Christian Bale;Amy Adams;Bradley Cooper;Jennifer Lawrence;2013;138;7.3;379088;150.12;90
349;Jennifer's Body;Karyn Kusama;no;no;yes;no;no;no;yes;no;no;no;no;Megan Fox;Amanda Seyfried;Adam Brody;Johnny Simmons;2009;102;5.1;96617;16.2;47
350;Midnight in Paris;Woody Allen;no;no;yes;no;no;yes;no;no;yes;no;no;Owen Wilson;Rachel McAdams;Kathy Bates;Kurt Fuller;2011;94;7.7;320323;56.82;81
351;Lady Macbeth;William Oldroyd;no;no;no;no;yes;no;no;no;no;no;no;Florence Pugh;Christopher Fairbank;Cosmo Jarvis;Naomi Ackie;2016;89;7.3;1396;;83
352;Joy;David O. Russell;no;no;no;no;yes;no;no;no;no;no;no;Jennifer Lawrence;Robert De Niro;Bradley Cooper;Edgar Ramírez;2015;124;6.6;97679;56.44;56
353;The Dressmaker;Jocelyn Moorhouse;no;no;yes;no;yes;no;no;no;no;no;no;Kate Winslet;Judy Davis;Liam Hemsworth;Hugo Weaving;2015;119;7.1;33352;2.02;47
354;CafÃ© Society;Woody Allen;no;no;yes;no;yes;no;no;no;yes;no;no;Jesse Eisenberg;Kristen Stewart;Steve Carell;Blake Lively;2016;96;6.7;45579;11.08;64
355;Insurgent;Robert Schwentke;no;yes;no;no;no;no;no;no;no;yes;yes;Shailene Woodley;Ansel Elgort;Theo James;Kate Winslet;2015;119;6.3;171970;130;42
356;Seventh Son;Sergei Bodrov;yes;yes;no;no;no;yes;no;no;no;no;no;Ben Barnes;Julianne Moore;Jeff Bridges;Alicia Vikander;2014;102;5.5;59958;17.18;30
357;Demain tout commence;Hugo GÃ©lin;no;no;yes;no;yes;no;no;no;no;no;no;Omar Sy;Clémence Poésy;Antoine Bertrand;Ashley Walters;2016;118;7.4;5496;;
358;The Theory of Everything;James Marsh;no;no;no;no;yes;no;no;no;yes;no;no;Eddie Redmayne;Felicity Jones;Tom Prior;Sophie Perry;2014;123;7.7;299718;35.89;72
359;This Is the End;Evan Goldberg;no;no;yes;no;no;yes;no;no;no;no;no;James Franco;Jonah Hill;Seth Rogen;Jay Baruchel;2013;107;6.6;327838;101.47;67
360;About Time;Richard Curtis;no;no;yes;no;yes;yes;no;no;no;no;no;Domhnall Gleeson;Rachel McAdams;Bill Nighy;Lydia Wilson;2013;123;7.8;221600;15.29;55
361;Step Brothers;Adam McKay;no;no;yes;no;no;no;no;no;no;no;no;Will Ferrell;John C. Reilly;Mary Steenburgen;Richard Jenkins;2008;98;6.9;223065;100.47;51
362;Clown;Jon Watts;no;no;no;no;no;no;yes;no;no;no;yes;Andy Powers;Laura Allen;Peter Stormare;Christian Distefano;2014;100;5.7;14248;0.05;42
363;Star Trek Into Darkness;J.J. Abrams;yes;yes;no;no;no;no;no;no;no;yes;no;Chris Pine;Zachary Quinto;Zoe Saldana;Benedict Cumberbatch;2013;132;7.8;417663;228.76;72
364;Zombieland;Ruben Fleischer;no;yes;yes;no;no;no;yes;no;no;no;no;Jesse Eisenberg;Emma Stone;Woody Harrelson;Abigail Breslin;2009;88;7.7;409403;75.59;73
365;Hail, Caesar!;Ethan Coen;no;no;yes;no;no;no;no;yes;no;no;no;Josh Brolin;George Clooney;Alden Ehrenreich;Ralph Fiennes;2016;106;6.3;89059;30;72
366;Slumdog Millionaire;Danny Boyle;no;no;no;no;yes;no;no;no;no;no;no;Dev Patel;Freida Pinto;Saurabh Shukla;Anil Kapoor;2008;120;8;677044;141.32;86
367;The Twilight Saga: Breaking Dawn - Part 2;Bill Condon;no;yes;no;no;yes;yes;no;no;no;no;no;Kristen Stewart;Robert Pattinson;Taylor Lautner;Peter Facinelli;2012;115;5.5;194329;292.3;52
368;American Wrestler: The Wizard;Alex Ranarivelo;no;no;no;no;yes;no;no;no;no;no;no;William Fichtner;Jon Voight;Lia Marie Johnson;Gabriel Basso;2016;117;6.9;286;;
369;The Amazing Spider-Man;Marc Webb;yes;yes;no;no;no;no;no;no;no;no;no;Andrew Garfield;Emma Stone;Rhys Ifans;Irrfan Khan;2012;136;7;474320;262.03;66
370;Ben-Hur;Timur Bekmambetov;yes;yes;no;no;yes;no;no;no;no;no;no;Jack Huston;Toby Kebbell;Rodrigo Santoro;Nazanin Boniadi;2016;123;5.7;28326;26.38;38
371;Sleight;J.D. Dillard;yes;no;no;no;yes;no;no;no;no;yes;no;Jacob Latimore;Seychelle Gabriel;Dulé Hill;Storm Reid;2016;89;6;702;3.85;62
372;The Maze Runner;Wes Ball;yes;no;no;no;no;no;no;yes;no;yes;no;Dylan O'Brien;Kaya Scodelario;Will Poulter;Thomas Brodie-Sangster;2014;113;6.8;335531;102.41;57
373;Criminal;Ariel Vromen;yes;no;no;yes;yes;no;no;no;no;no;no;Kevin Costner;Ryan Reynolds;Gal Gadot;Gary Oldman;2016;113;6.3;38430;14.27;36
374;Wanted;Timur Bekmambetov;yes;no;no;yes;no;yes;no;no;no;no;no;Angelina Jolie;James McAvoy;Morgan Freeman;Terence Stamp;2008;110;6.7;312495;134.57;64
375;Florence Foster Jenkins;Stephen Frears;no;no;yes;no;yes;no;no;no;no;no;no;Meryl Streep;Hugh Grant;Simon Helberg;Rebecca Ferguson;2016;111;6.9;31776;27.37;71
376;Collide;Eran Creevy;yes;no;no;yes;no;no;no;no;no;no;yes;Nicholas Hoult;Felicity Jones;Anthony Hopkins;Ben Kingsley;2016;99;5.7;7583;2.2;33
377;Black Mass;Scott Cooper;no;no;no;yes;yes;no;no;no;no;no;no;Johnny Depp;Benedict Cumberbatch;Dakota Johnson;Joel Edgerton;2015;123;6.9;135706;62.56;68
378;Creed;Ryan Coogler;no;no;no;no;yes;no;no;no;no;no;no;Michael B. Jordan;Sylvester Stallone;Tessa Thompson;Phylicia Rashad;2015;133;7.6;175673;109.71;82
379;Swiss Army Man;Dan Kwan;no;yes;yes;no;yes;no;no;no;no;no;no;Paul Dano;Daniel Radcliffe;Mary Elizabeth Winstead;Antonia Ribero;2016;97;7.1;61812;4.21;64
380;The Expendables 3;Patrick Hughes;yes;yes;no;no;no;no;no;no;no;no;yes;Sylvester Stallone;Jason Statham;Jet Li;Antonio Banderas;2014;126;6.1;137568;39.29;35
381;What We Do in the Shadows;Jemaine Clement;no;no;yes;no;no;yes;yes;no;no;no;no;Jemaine Clement;Taika Waititi;Cori Gonzalez-Macuer;Jonny Brugh;2014;86;7.6;84016;3.33;76
382;Southpaw;Antoine Fuqua;no;no;no;no;yes;no;no;no;no;no;no;Jake Gyllenhaal;Rachel McAdams;Oona Laurence;Forest Whitaker;2015;124;7.4;169083;52.42;57
383;Hush;Mike Flanagan;no;no;no;no;no;no;yes;no;no;no;yes;John Gallagher Jr.;Kate Siegel;Michael Trucco;Samantha Sloyan;2016;81;6.6;45867;;67
384;Bridge of Spies;Steven Spielberg;no;no;no;no;yes;no;no;no;no;no;yes;Tom Hanks;Mark Rylance;Alan Alda;Amy Ryan;2015;142;7.6;217938;72.31;81
385;The Lego Movie;Phil Lord;yes;yes;no;no;no;no;no;no;no;no;no;Chris Pratt;Will Ferrell;Elizabeth Banks;Will Arnett;2014;100;7.8;266508;257.76;83
386;Everest;Baltasar KormÃ¡kur;yes;yes;no;no;yes;no;no;no;no;no;no;Jason Clarke;Ang Phula Sherpa;Thomas M. Wright;Martin Henderson;2015;121;7.1;154647;43.25;64
387;Pixels;Chris Columbus;yes;no;yes;no;no;no;no;no;no;no;no;Adam Sandler;Kevin James;Michelle Monaghan;Peter Dinklage;2015;105;5.6;101092;78.75;27
388;Robin Hood;Ridley Scott;yes;yes;no;no;yes;no;no;no;no;no;no;Russell Crowe;Cate Blanchett;Matthew Macfadyen;Max von Sydow;2010;140;6.7;221117;105.22;53
389;The Wolverine;James Mangold;yes;yes;no;no;no;no;no;no;no;yes;no;Hugh Jackman;Will Yun Lee;Tao Okamoto;Rila Fukushima;2013;126;6.7;355362;132.55;60
390;John Carter;Andrew Stanton;yes;yes;no;no;no;no;no;no;no;yes;no;Taylor Kitsch;Lynn Collins;Willem Dafoe;Samantha Morton;2012;132;6.6;220667;73.06;51
391;Keanu;Peter Atencio;yes;no;yes;no;no;no;no;no;no;no;no;Keegan-Michael Key;Jordan Peele;Tiffany Haddish;Method Man;2016;100;6.3;31913;20.57;63
392;The Gunman;Pierre Morel;yes;no;no;yes;yes;no;no;no;no;no;no;Sean Penn;Idris Elba;Jasmine Trinca;Javier Bardem;2015;115;5.8;31194;10.64;39
393;Steve Jobs;Danny Boyle;no;no;no;no;yes;no;no;no;no;no;no;Michael Fassbender;Kate Winslet;Seth Rogen;Jeff Daniels;2015;122;7.2;116112;17.75;82
394;Whisky Galore;Gillies MacKinnon;no;no;yes;no;no;no;no;no;yes;no;no;Tim Pigott-Smith;Naomi Battrick;Ellie Kendrick;James Cosmo;2016;98;5;102;;43
395;Grown Ups 2;Dennis Dugan;no;no;yes;no;no;no;no;no;no;no;no;Adam Sandler;Kevin James;Chris Rock;David Spade;2013;101;5.4;114482;133.67;19
396;The Age of Adaline;Lee Toland Krieger;no;no;no;no;yes;yes;no;no;yes;no;no;Blake Lively;Michiel Huisman;Harrison Ford;Kathy Baker;2015;112;7.2;112288;42.48;51
397;The Incredible Hulk;Louis Leterrier;yes;yes;no;no;no;no;no;no;no;yes;no;Edward Norton;Liv Tyler;Tim Roth;William Hurt;2008;112;6.8;342355;134.52;61
398;Couples Retreat;Peter Billingsley;no;no;yes;no;no;no;no;no;no;no;no;Vince Vaughn;Malin Akerman;Jon Favreau;Jason Bateman;2009;113;5.5;86417;109.18;23
399;Absolutely Anything;Terry Jones;no;no;yes;no;no;no;no;no;no;yes;no;Simon Pegg;Kate Beckinsale;Sanjeev Bhaskar;Rob Riggle;2015;85;6;26587;;31
400;Magic Mike;Steven Soderbergh;no;no;yes;no;yes;no;no;no;no;no;no;Channing Tatum;Alex Pettyfer;Olivia Munn;Matthew McConaughey;2012;110;6.1;113686;113.71;72
401;Minions;Kyle Balda;yes;yes;no;no;no;no;no;no;no;no;no;Sandra Bullock;Jon Hamm;Michael Keaton;Pierre Coffin;2015;91;6.4;159830;336.03;56
402;The Black Room;Rolfe Kanefsky;no;no;no;no;no;no;yes;no;no;no;no;Natasha Henstridge;Lukas Hassel;Lin Shaye;Dominique Swain;2016;91;3.9;240;;71
403;Bronson;Nicolas Winding Refn;yes;no;no;yes;no;no;no;no;no;no;no;Tom Hardy;Kelly Adams;Luing Andrews;Katy Barker;2008;92;7.1;93972;0.1;
404;Despicable Me;Pierre Coffin;no;yes;yes;no;no;no;no;no;no;no;no;Steve Carell;Jason Segel;Russell Brand;Julie Andrews;2010;95;7.7;410607;251.5;72
405;The Best of Me;Michael Hoffman;no;no;no;no;yes;no;no;no;yes;no;no;James Marsden;Michelle Monaghan;Luke Bracey;Liana Liberato;2014;118;6.7;49041;26.76;29
406;The Invitation;Karyn Kusama;no;no;no;no;yes;no;no;yes;no;no;yes;Logan Marshall-Green;Emayatzy Corinealdi;Michiel Huisman;Tammy Blanchard;2015;100;6.7;40529;0.23;74
407;Zero Dark Thirty;Kathryn Bigelow;no;no;no;no;yes;no;no;no;no;no;yes;Jessica Chastain;Joel Edgerton;Chris Pratt;Mark Strong;2012;157;7.4;226661;95.72;95
408;Tangled;Nathan Greno;no;yes;yes;no;no;no;no;no;no;no;no;Mandy Moore;Zachary Levi;Donna Murphy;Ron Perlman;2010;100;7.8;316459;200.81;71
409;The Hunger Games: Mockingjay - Part 2;Francis Lawrence;yes;yes;no;no;no;no;no;no;no;yes;no;Jennifer Lawrence;Josh Hutcherson;Liam Hemsworth;Woody Harrelson;2015;137;6.6;202380;281.67;65
410;Vacation;John Francis Daley;no;yes;yes;no;no;no;no;no;no;no;no;Ed Helms;Christina Applegate;Skyler Gisondo;Steele Stebbins;2015;99;6.1;74589;58.88;34
411;Taken;Pierre Morel;yes;no;no;no;no;no;no;no;no;no;yes;Liam Neeson;Maggie Grace;Famke Janssen;Leland Orser;2008;93;7.8;502961;145;50
412;Pitch Perfect 2;Elizabeth Banks;no;no;yes;no;no;no;no;no;no;no;no;Anna Kendrick;Rebel Wilson;Hailee Steinfeld;Brittany Snow;2015;115;6.5;108306;183.44;63
413;Monsters University;Dan Scanlon;no;yes;yes;no;no;no;no;no;no;no;no;Billy Crystal;John Goodman;Steve Buscemi;Helen Mirren;2013;104;7.3;252119;268.49;65
414;Elle;Paul Verhoeven;no;no;no;yes;yes;no;no;no;no;no;yes;Isabelle Huppert;Laurent Lafitte;Anne Consigny;Charles Berling;2016;130;7.2;35417;;89
415;Mechanic: Resurrection;Dennis Gansel;yes;yes;no;yes;no;no;no;no;no;no;no;Jason Statham;Jessica Alba;Tommy Lee Jones;Michelle Yeoh;2016;98;5.6;48161;21.2;38
416;Tusk;Kevin Smith;no;no;yes;no;yes;no;yes;no;no;no;no;Justin Long;Michael Parks;Haley Joel Osment;Genesis Rodriguez;2014;102;5.4;34546;1.82;55
417;The Headhunter's Calling;Mark Williams;no;no;no;no;yes;no;no;no;no;no;no;Alison Brie;Gerard Butler;Willem Dafoe;Gretchen Mol;2016;108;6.9;164;;85
418;Atonement;Joe Wright;no;no;no;no;yes;no;no;yes;yes;no;no;Keira Knightley;James McAvoy;Brenda Blethyn;Saoirse Ronan;2007;123;7.8;202890;50.92;
419;Harry Potter and the Deathly Hallows: Part 1;David Yates;no;yes;no;no;no;yes;no;no;no;no;no;Daniel Radcliffe;Emma Watson;Rupert Grint;Bill Nighy;2010;146;7.7;357213;294.98;65
420;Shame;Steve McQueen;no;no;no;no;yes;no;no;no;no;no;no;Michael Fassbender;Carey Mulligan;James Badge Dale;Lucy Walters;2011;101;7.2;155010;4;72
421;Hanna;Joe Wright;yes;no;no;no;yes;no;no;no;no;no;yes;Saoirse Ronan;Cate Blanchett;Eric Bana;Vicky Krieps;2011;111;6.8;164208;40.25;65
422;The Babysitters;David Ross;no;no;no;no;yes;no;no;no;no;no;no;Lauren Birkell;Paul Borghese;Chira Cassel;Anthony Cirillo;2007;88;5.7;8914;0.04;35
423;Pride and Prejudice and Zombies;Burr Steers;yes;no;no;no;no;no;yes;no;yes;no;no;Lily James;Sam Riley;Jack Huston;Bella Heathcote;2016;108;5.8;35003;10.91;45
424;300: Rise of an Empire;Noam Murro;yes;no;no;no;yes;yes;no;no;no;no;no;Sullivan Stapleton;Eva Green;Lena Headey;Hans Matheson;2014;102;6.2;237887;106.37;48
425;London Has Fallen;Babak Najafi;yes;no;no;yes;yes;no;no;no;no;no;no;Gerard Butler;Aaron Eckhart;Morgan Freeman;Angela Bassett;2016;99;5.9;100702;62.4;28
426;The Curious Case of Benjamin Button;David Fincher;no;no;no;no;yes;yes;no;no;yes;no;no;Brad Pitt;Cate Blanchett;Tilda Swinton;Julia Ormond;2008;166;7.8;485075;127.49;70
427;Sin City: A Dame to Kill For;Frank Miller;yes;no;no;yes;no;no;no;no;no;no;yes;Mickey Rourke;Jessica Alba;Josh Brolin;Joseph Gordon-Levitt;2014;102;6.5;122185;13.75;46
428;The Bourne Ultimatum;Paul Greengrass;yes;no;no;no;no;no;no;yes;no;no;yes;Matt Damon;Edgar Ramírez;Joan Allen;Julia Stiles;2007;115;8.1;525700;227.14;85
429;Srpski film;Srdjan Spasojevic;no;no;no;no;no;no;yes;yes;no;no;yes;Srdjan 'Zika' Todorovic;Sergej Trifunovic;Jelena Gavrilovic;Slobodan Bestic;2010;104;5.2;43648;;55
430;The Purge: Election Year;James DeMonaco;yes;no;no;no;no;no;yes;no;no;yes;no;Frank Grillo;Elizabeth Mitchell;Mykelti Williamson;Joseph Julian Soria;2016;109;6;54216;79;
431;3 Idiots;Rajkumar Hirani;no;no;yes;no;yes;no;no;no;no;no;no;Aamir Khan;Madhavan;Mona Singh;Sharman Joshi;2009;170;8.4;238789;6.52;67
